x;y;u
-0.873;0.344444;7.7519e-33
-0.873;0.355556;8.99457e-33
-0.873;0.366667;8.26804e-33
-0.873;0.377778;5.5099e-33
-0.873;0.388889;-2.69778e-19
-0.873;0.4;8.70364e-33
-0.873;0.411111;8.42839e-33
-0.873;0.422222;5.90937e-33
-0.873;0.433333;6.33328e-33
-0.873;0.444444;6.91431e-19
-0.873;0.455556;8.27093e-33
-0.873;0.466667;4.30046e-33
-0.873;0.477778;6.50249e-33
-0.873;0.488889;4.27329e-33
-0.873;0.5;4.24563e-33
-0.873;0.511111;4.24244e-33
-0.873;0.522222;7.235e-33
-0.873;0.533333;8.37838e-33
-0.873;0.544444;6.49429e-33
-0.873;0.555556;5.24012e-33
-0.873;0.566667;4.13063e-33
-0.873;0.577778;7.55529e-33
-0.873;0.588889;4.07308e-33
-0.873;0.6;4.07308e-33
-0.873;0.611111;7.91189e-33
-0.873;0.622222;4.77502e-33
-0.873;0.633333;6.57584e-33
-0.873;0.644444;7.92262e-33
-0.873;0.655556;5.1648e-33
-0.873;0.666667;6.19104e-33
-0.873;0.677778;7.81744e-33
-0.873;0.688889;4.93076e-33
-0.873;0.7;6.26788e-33
-0.873;0.711111;3.88708e-33
-0.873;0.722222;3.9936e-33
-0.873;0.733333;6.74063e-33
-0.873;0.744444;3.82433e-33
-0.873;0.755556;3.82433e-33
